carat,cut,color,clarity,depth,table,price,x,y,z
0.32,Ideal,G,SI2,62.5,55.0,421,4.37,4.4,2.74
0.75,Ideal,J,VS1,61.9,56.0,2161,5.81,5.85,3.61
1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2
0.58,Ideal,E,VS2,61.6,55.0,2357,5.36,5.39,3.31
0.36,Premium,G,SI2,59.3,59.0,608,4.66,4.62,2.75
0.33,Ideal,G,VS1,62.1,55.0,666,4.43,4.46,2.76
0.3,Ideal,F,VVS1,62.3,56.0,857,4.3,4.34,2.69
0.5,Ideal,D,VS1,61.0,56.0,1893,5.13,5.17,3.14
0.5,Ideal,E,VVS2,61.7,55.7,2206,5.09,5.12,3.13
0.32,Very Good,E,VS1,61.1,59.8,792,4.43,4.45,2.71
1.51,Good,G,SI2,63.7,57.0,7695,7.28,7.21,4.62
1.01,Very Good,F,SI2,62.7,56.0,4121,6.35,6.4,4.0
1.0,Good,G,SI2,59.7,63.0,3860,6.43,6.5,3.86
2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5
0.32,Premium,F,VS2,60.7,58.0,828,4.45,4.41,2.69
1.59,Premium,G,SI1,62.2,58.0,9707,7.51,7.45,4.65
1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
0.4,Ideal,E,VS1,59.2,62.0,1180,4.8,4.83,2.85
1.01,Ideal,H,SI1,61.2,56.0,5664,6.44,6.47,3.95
0.32,Ideal,G,VVS1,61.3,55.0,733,4.46,4.38,2.71
0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6
0.51,Good,E,VS2,61.1,65.0,1424,5.14,5.11,3.13
1.14,Good,D,IF,61.7,63.0,17499,6.64,6.74,4.13
0.36,Very Good,G,VS1,60.7,57.1,821,4.57,4.65,2.79
1.16,Ideal,G,VS1,61.5,55.0,9248,6.75,6.81,4.17
0.39,Ideal,F,VS1,61.7,56.1,939,4.65,4.7,2.89
0.81,Ideal,F,VS1,61.5,55.0,3933,6.01,5.96,3.68
0.32,Premium,G,SI1,59.6,60.0,477,4.43,4.46,2.65
0.86,Premium,H,SI1,62.7,59.0,2851,6.04,5.98,3.77
0.66,Ideal,J,VS2,62.1,55.0,1316,5.6,5.64,3.49
0.56,Premium,F,VS2,60.7,57.0,2318,5.39,5.35,3.26
0.93,Premium,H,SI2,63.0,59.0,3437,6.16,6.11,3.86
0.37,Premium,F,SI1,61.5,59.0,791,4.62,4.59,2.83
1.0,Fair,I,I1,66.9,57.0,1997,6.15,6.03,4.09
1.11,Very Good,H,SI1,61.9,58.0,5780,6.63,6.65,4.11
0.27,Ideal,E,VVS1,61.7,57.0,659,4.14,4.16,2.56
0.72,Very Good,F,SI1,62.2,59.0,2404,5.72,5.76,3.57
1.22,Very Good,J,SI1,58.8,61.0,4969,6.94,7.0,4.1
1.11,Very Good,I,SI2,61.2,61.0,3956,6.65,6.69,4.08
1.63,Very Good,E,VS2,61.8,58.0,13555,7.49,7.57,4.65
0.54,Ideal,G,VS1,61.4,55.0,1868,5.26,5.3,3.24
0.54,Very Good,G,IF,62.5,58.0,2128,5.19,5.27,3.27
0.32,Premium,G,VS2,60.1,61.0,672,4.44,4.41,2.66
0.9,Very Good,F,VS2,61.7,56.0,4678,6.18,6.21,3.82
0.5,Very Good,E,VVS2,61.7,61.0,2083,5.09,5.12,3.15
0.9,Very Good,H,SI2,62.1,56.0,3295,6.13,6.23,3.84
0.23,Very Good,F,VS2,61.6,59.0,402,3.96,4.0,2.45
0.31,Very Good,G,VVS1,63.5,57.0,1046,4.33,4.3,2.74
1.7,Very Good,I,VS1,59.8,59.0,12622,7.7,7.79,4.63
0.7,Ideal,I,VS2,62.5,56.0,2232,5.66,5.7,3.55
1.01,Very Good,E,SI2,60.9,58.0,4566,6.45,6.49,3.94
0.43,Premium,E,SI2,62.7,55.0,919,4.87,4.83,3.04
0.28,Very Good,E,VVS1,62.1,57.0,707,4.17,4.21,2.6
0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
0.32,Very Good,J,SI1,62.3,57.0,389,4.33,4.44,2.73
0.73,Very Good,G,SI1,60.8,56.0,2434,5.82,5.85,3.55
0.33,Premium,G,IF,59.4,59.0,1094,4.54,4.49,2.68
0.75,Very Good,I,VS1,63.3,57.0,2385,5.82,5.74,3.66
1.14,Ideal,F,I1,61.3,56.0,4124,6.76,6.74,4.13
1.11,Good,J,SI1,63.6,58.0,3846,6.48,6.57,4.15
1.02,Ideal,D,IF,63.0,57.0,15575,6.39,6.35,4.01
1.11,Very Good,J,VS1,59.9,56.0,5576,6.8,6.77,4.07
0.31,Ideal,D,VS2,61.8,57.0,942,4.38,4.36,2.7
0.34,Ideal,E,SI2,62.9,56.0,612,4.48,4.45,2.81
0.57,Very Good,J,IF,59.8,59.0,1592,5.39,5.41,3.23
1.51,Ideal,G,VS1,61.1,57.0,14542,7.38,7.41,4.52
2.0,Good,E,SI2,57.3,65.0,13320,8.26,8.22,4.72
1.01,Fair,G,VS2,64.9,56.0,4887,6.27,6.21,4.05
0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71
0.58,Ideal,G,SI1,61.4,55.0,1330,5.38,5.41,3.31
0.32,Ideal,G,VS1,63.0,55.0,828,4.38,4.35,2.75
0.7,Premium,E,VS1,61.8,58.0,3016,5.71,5.75,3.54
1.65,Ideal,E,SI2,58.7,56.0,8455,7.76,7.73,4.55
0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72
0.27,Very Good,E,VVS2,62.5,59.0,620,4.09,4.14,2.57
1.02,Premium,H,I1,62.5,60.0,3199,6.41,6.39,4.0
0.96,Fair,F,SI2,68.2,61.0,2867,6.07,5.88,4.1
1.0,Very Good,F,VVS2,62.3,57.0,8772,6.34,6.41,3.97
0.36,Premium,E,VS2,59.3,59.0,789,4.6,4.68,2.75
0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,2.83
0.3,Ideal,E,VS1,62.0,53.0,673,4.31,4.33,2.68
1.34,Very Good,G,VS2,60.7,59.0,9127,7.04,7.07,4.28
0.44,Very Good,G,VVS2,60.9,57.0,1081,4.89,4.93,2.99
1.16,Premium,I,VS2,62.4,58.0,5016,6.69,6.65,4.16
0.73,Ideal,G,SI1,62.1,54.0,2583,5.78,5.81,3.6
0.32,Ideal,D,VS2,61.6,56.0,758,4.37,4.4,2.7
0.73,Premium,J,VS1,61.3,61.0,2037,5.83,5.78,3.56
0.31,Premium,G,VS1,62.2,56.0,802,4.36,4.32,2.7
0.52,Very Good,D,VS2,63.5,57.0,1828,5.13,5.08,3.24
0.7,Fair,G,SI2,61.5,66.0,1999,5.55,5.6,3.43
2.19,Ideal,I,SI2,62.5,56.0,15254,8.31,8.24,5.18
1.51,Ideal,J,SI1,62.6,54.0,8888,7.26,7.35,4.57
0.4,Very Good,J,VS2,60.9,62.0,596,4.73,4.76,2.89
0.31,Ideal,G,VVS2,62.0,56.0,931,4.35,4.33,2.69
2.1,Ideal,F,SI2,61.0,60.0,18124,8.22,8.2,5.01
1.26,Very Good,H,VS2,63.8,52.0,7567,6.89,6.84,4.38
1.1,Ideal,H,SI2,61.9,56.0,4250,6.65,6.63,4.11
0.7,Good,E,VS1,59.4,61.0,3063,5.79,5.83,3.45
1.53,Ideal,G,SI2,62.5,57.0,9596,7.39,7.32,4.6
0.28,Ideal,D,VS2,62.4,57.0,625,4.2,4.16,2.61
1.01,Very Good,G,VS2,62.4,58.0,5696,6.37,6.41,3.99
0.33,Very Good,F,VVS1,63.3,57.0,980,4.44,4.38,2.79
0.42,Ideal,G,VVS2,62.0,56.0,798,4.79,4.83,2.98
0.72,Ideal,G,SI1,61.8,56.0,3048,5.7,5.76,3.55
0.71,Ideal,D,SI2,62.3,56.0,2762,5.73,5.69,3.56
0.41,Ideal,E,VS2,62.0,56.0,935,4.72,4.79,2.95
1.02,Premium,F,SI2,62.5,60.0,4459,6.36,6.43,4.0
0.71,Ideal,E,VS2,62.0,55.0,3421,5.72,5.77,3.56
0.57,Ideal,F,VS1,61.4,55.0,2065,5.38,5.39,3.3
1.01,Good,D,SI1,58.5,64.0,5271,6.4,6.45,3.76
0.91,Good,G,SI1,64.3,60.0,3344,6.04,6.12,3.91
0.72,Ideal,E,VS1,62.6,55.0,3275,5.7,5.73,3.58
1.2,Good,J,VS2,64.3,56.0,4637,6.65,6.57,4.25
1.04,Ideal,G,SI2,61.7,56.0,4455,6.57,6.52,4.04
1.11,Premium,H,SI1,58.8,59.0,5439,6.79,6.74,3.98
0.3,Premium,E,VS1,61.8,58.0,911,4.33,4.31,2.67
2.01,Premium,I,VS1,62.9,62.0,17068,8.02,7.98,5.03
0.5,Ideal,I,VS2,62.4,55.0,1110,5.09,5.11,3.18
0.32,Ideal,H,VS2,60.8,56.0,523,4.46,4.49,2.72
0.7,Premium,H,SI2,62.1,62.0,1999,5.67,5.63,3.51
1.0,Premium,D,VVS2,63.0,59.0,9918,6.38,6.35,4.01
1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01
0.47,Premium,G,SI1,58.5,60.0,1055,5.09,5.06,2.97
1.11,Premium,E,SI1,61.3,58.0,5908,6.66,6.61,4.07
1.3,Ideal,G,VS2,62.3,55.0,9540,7.0,6.93,4.34
0.31,Ideal,D,SI1,62.9,57.0,732,4.32,4.27,2.7
0.66,Ideal,E,SI2,62.4,56.0,1584,5.61,5.55,3.48
0.7,Ideal,E,SI2,62.5,54.0,2283,5.68,5.71,3.56
0.52,Ideal,E,VS2,62.4,57.0,1621,5.12,5.14,3.2
0.52,Ideal,D,SI2,62.5,56.0,1385,5.12,5.08,3.19
1.61,Premium,H,SI1,60.8,56.0,11169,7.61,7.58,4.62
0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63
0.7,Premium,E,SI2,59.8,61.0,2135,5.76,5.74,3.44
0.7,Fair,E,VS2,65.7,55.0,2437,5.45,5.51,3.6
0.54,Ideal,G,VVS2,62.0,56.0,1920,5.23,5.27,3.25
0.51,Good,E,VVS2,60.7,57.7,2523,5.17,5.19,3.14
0.82,Very Good,E,SI1,63.1,58.0,3282,5.95,6.0,3.77
2.04,Ideal,F,SI2,62.4,56.0,17049,8.07,8.14,5.06
0.71,Very Good,G,SI2,63.4,56.0,1740,5.71,5.6,3.59
1.05,Premium,E,VS2,62.1,58.0,6930,6.5,6.54,4.05
0.27,Very Good,F,VS2,63.3,58.0,470,4.08,4.1,2.59
0.34,Ideal,G,VS2,61.9,55.0,765,4.53,4.49,2.79
0.27,Premium,E,VS1,60.2,59.0,470,4.2,4.24,2.54
0.75,Good,E,VS2,59.7,65.0,2717,5.85,5.8,3.48
0.51,Very Good,H,VS1,62.3,56.0,1628,5.1,5.13,3.18
0.31,Premium,F,IF,61.9,58.0,914,4.36,4.39,2.71
1.21,Premium,F,SI2,61.5,57.0,4740,6.93,6.88,4.25
1.27,Very Good,F,VS2,60.7,61.0,8928,6.97,7.01,4.24
0.72,Ideal,E,SI1,61.2,56.0,2666,5.79,5.75,3.53
0.37,Premium,G,SI1,60.0,57.0,708,4.7,4.67,2.81
0.53,Ideal,G,VVS2,62.5,54.0,1818,5.19,5.21,3.25
0.78,Very Good,D,VS1,60.5,55.0,4234,6.0,6.03,3.64
1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61
0.9,Very Good,F,SI1,61.3,58.0,3780,6.08,6.13,3.74
0.38,Ideal,F,IF,62.2,54.0,1229,4.68,4.71,2.92
2.0,Fair,F,SI2,59.8,68.0,12610,8.13,7.95,4.81
1.52,Premium,D,SI2,61.6,56.0,10487,7.47,7.39,4.58
0.7,Ideal,E,VS2,61.4,57.0,2633,5.76,5.8,3.55
0.9,Ideal,F,SI2,62.4,57.0,3881,6.23,6.15,3.86
0.31,Ideal,I,VS1,61.8,56.0,507,4.38,4.39,2.71
1.01,Premium,G,VS2,61.5,56.0,5864,6.47,6.41,3.96
1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58
1.07,Very Good,G,SI2,63.5,59.0,3655,6.52,6.46,4.12
0.31,Very Good,E,SI1,62.7,58.0,544,4.31,4.33,2.71
0.3,Premium,D,SI1,62.6,59.0,552,4.23,4.27,2.66
0.33,Premium,D,VS1,60.3,61.0,933,4.51,4.48,2.71
1.5,Good,J,SI2,60.9,62.0,6746,7.3,7.32,4.45
0.4,Good,F,SI1,63.6,57.0,737,4.67,4.7,2.98
0.5,Very Good,G,VVS2,62.1,61.0,1715,5.07,5.1,3.16
0.72,Good,I,VS1,61.3,63.0,2451,5.67,5.75,3.5
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75
0.4,Premium,D,SI1,61.3,60.0,772,4.71,4.75,2.9
1.01,Premium,H,SI2,61.1,60.0,3054,6.46,6.41,3.93
0.31,Premium,G,VVS1,61.1,58.0,816,4.32,4.35,2.65
1.0,Premium,G,VS2,60.8,58.0,5242,6.44,6.4,3.9
0.38,Good,F,VS2,63.4,62.0,713,4.52,4.56,2.88
0.31,Ideal,F,VVS1,62.4,54.0,840,4.33,4.35,2.71
0.55,Ideal,F,VS2,61.4,57.0,2026,5.26,5.3,3.24
0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
0.56,Premium,F,SI2,60.4,60.0,1286,5.35,5.32,3.22
0.54,Ideal,G,VS1,62.3,55.0,1847,5.24,5.2,3.25
1.01,Good,F,SI2,63.7,59.0,4166,6.28,6.38,4.03
1.2,Very Good,D,SI2,62.9,59.0,6602,6.7,6.75,4.23
2.08,Ideal,H,SI1,61.7,58.0,17469,8.13,8.21,5.04
0.96,Fair,F,SI1,60.7,65.0,4849,6.43,6.28,3.86
0.71,Ideal,E,SI1,61.7,56.0,2680,5.69,5.72,3.52
0.39,Premium,G,IF,59.0,60.0,1300,4.75,4.78,2.81
0.29,Very Good,I,VS2,62.4,55.0,384,4.25,4.27,2.66
0.3,Very Good,E,VS2,62.6,58.0,658,4.25,4.28,2.67
0.4,Ideal,I,VS2,62.2,55.0,667,4.73,4.75,2.95
0.9,Premium,D,SI1,61.5,58.0,4304,6.21,6.15,3.8
0.51,Premium,E,SI2,61.8,58.0,1265,5.11,5.08,3.15
1.01,Premium,D,SI2,58.9,59.0,3337,6.54,6.49,3.84
0.5,Very Good,D,VS2,63.4,57.0,1758,5.09,5.04,3.21
0.31,Premium,F,VS2,61.8,59.0,802,4.33,4.31,2.67
0.55,Ideal,G,VVS2,60.5,58.0,2016,5.3,5.34,3.22
0.32,Ideal,G,VS1,61.6,57.0,645,4.38,4.42,2.71
0.51,Premium,E,SI1,61.8,58.0,1443,5.15,5.11,3.17
0.3,Very Good,I,VS1,60.4,58.0,473,4.34,4.4,2.64
1.2,Premium,I,SI2,59.0,60.0,4234,6.99,6.95,4.11
1.81,Fair,J,I1,68.0,57.0,5859,7.43,7.39,5.04
0.38,Ideal,D,VS1,61.8,54.0,983,4.67,4.71,2.9
1.0,Good,F,SI2,65.7,62.0,4102,6.15,6.21,4.06
0.9,Very Good,F,VS2,62.7,58.0,5160,6.12,6.19,3.86
2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03
0.57,Ideal,H,VS1,61.7,54.0,1554,5.33,5.36,3.3
2.04,Ideal,F,SI2,62.3,57.0,16261,8.05,8.13,5.04
0.71,Good,G,SI1,62.3,56.0,2251,5.68,5.72,3.55
0.9,Very Good,G,SI2,61.2,57.0,3391,6.19,6.23,3.8
0.7,Ideal,E,SI1,61.7,55.0,2745,5.71,5.74,3.53
0.8,Very Good,G,SI2,63.1,59.0,2451,5.85,5.78,3.67
0.71,Ideal,H,SI2,62.7,55.0,2317,5.68,5.64,3.56
0.7,Very Good,D,SI1,62.1,56.0,2686,5.65,5.69,3.52
0.81,Ideal,D,VS2,59.5,60.0,4315,6.08,6.15,3.64
0.52,Ideal,D,SI1,62.2,54.0,1429,5.14,5.18,3.21
0.94,Ideal,E,SI2,61.6,57.0,4972,6.29,6.31,3.88
1.09,Good,F,SI1,61.0,64.0,4230,6.63,6.58,4.03
0.26,Very Good,F,VS1,61.9,57.0,499,4.11,4.14,2.55
1.53,Very Good,H,SI2,60.6,63.0,6597,7.43,7.38,4.49
1.0,Good,F,VS2,64.0,59.0,5864,6.29,6.25,4.03
1.0,Very Good,H,VVS1,63.5,60.0,6296,6.36,6.3,4.02
0.57,Premium,G,VS2,62.6,55.0,1728,5.31,5.26,3.31
0.54,Premium,F,VS2,59.5,58.0,1786,5.36,5.29,3.17
0.7,Good,F,SI1,60.0,62.0,2313,5.73,5.83,3.47
0.9,Very Good,I,SI1,62.3,56.0,3308,6.12,6.18,3.83
0.33,Ideal,E,VVS1,61.7,56.0,1052,4.48,4.46,2.76
0.31,Ideal,D,SI1,62.0,56.0,684,4.39,4.35,2.71
1.03,Ideal,F,VS1,59.0,55.0,7613,6.62,6.67,3.92
1.7,Good,F,VS2,62.2,56.0,17597,7.54,7.6,4.71
0.31,Ideal,F,IF,62.0,56.0,1046,4.36,4.32,2.69
0.38,Ideal,F,VVS2,62.7,56.0,1104,4.64,4.61,2.9
0.41,Ideal,G,VVS2,61.3,56.0,1076,4.79,4.77,2.93
0.93,Very Good,F,SI1,59.8,58.0,4256,6.32,6.39,3.8
0.3,Very Good,G,VVS1,63.2,55.0,710,4.28,4.3,2.71
1.52,Premium,H,SI1,62.5,58.0,10078,7.33,7.29,4.57
0.3,Ideal,H,VS1,61.4,54.0,675,4.37,4.33,2.67
0.38,Ideal,H,VVS2,62.1,53.9,832,4.64,4.69,2.9
0.91,Premium,H,SI2,62.1,56.0,3498,6.24,6.15,3.85
0.82,Very Good,I,SI1,60.5,58.0,2602,6.01,6.08,3.66
0.32,Ideal,D,SI1,59.3,55.0,756,4.53,4.51,2.68
1.5,Very Good,F,SI2,62.9,55.0,9817,7.26,7.28,4.57
0.73,Premium,E,SI1,62.7,58.0,2703,5.76,5.7,3.59
1.01,Good,E,SI2,63.3,58.0,4149,6.29,6.35,4.0
0.31,Ideal,E,VVS2,60.9,56.0,979,4.39,4.41,2.68
1.0,Premium,G,SI2,62.2,59.0,4480,6.39,6.35,3.96
0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95
0.41,Good,F,SI1,63.1,59.0,705,4.7,4.75,2.98
0.3,Ideal,F,VS1,61.3,55.0,731,4.36,4.32,2.66
1.5,Premium,D,SI1,61.6,59.0,13445,7.4,7.3,4.53
0.34,Good,E,SI1,63.2,55.0,596,4.46,4.49,2.83
0.38,Ideal,G,VS2,61.2,55.0,778,4.69,4.72,2.88
0.76,Ideal,H,SI1,61.7,56.0,2338,5.87,5.84,3.61
0.59,Ideal,G,VS1,61.3,55.0,2129,5.42,5.44,3.33
0.53,Very Good,D,VVS2,61.1,55.0,2472,5.22,5.28,3.21
1.12,Premium,H,SI2,59.7,60.0,4641,6.77,6.72,4.03
1.0,Premium,E,SI1,61.6,59.0,5600,6.41,6.38,3.94
1.04,Ideal,G,SI2,61.9,58.0,4973,6.47,6.51,4.02
1.0,Premium,D,SI1,62.5,59.0,5880,6.38,6.32,3.97
1.7,Ideal,I,SI1,62.9,57.0,9901,7.57,7.5,4.74
0.3,Very Good,I,VS1,63.4,54.0,608,4.32,4.29,2.73
0.24,Ideal,I,VVS1,62.3,57.0,432,3.98,3.95,2.47
0.8,Good,G,I1,63.7,55.0,1350,5.91,5.81,3.73
1.2,Very Good,E,VS2,60.7,59.0,8769,6.79,6.86,4.14
0.41,Ideal,E,VVS2,61.4,57.0,1243,4.79,4.76,2.93
0.32,Ideal,D,SI1,62.0,57.0,756,4.42,4.38,2.73
1.41,Very Good,H,VS2,62.5,58.0,8846,7.08,7.12,4.44
0.31,Very Good,G,VS2,62.9,57.0,544,4.31,4.34,2.72
2.02,Very Good,I,SI2,63.3,59.0,11390,7.93,8.0,5.04
0.32,Ideal,H,VVS1,62.0,54.0,708,4.39,4.42,2.73
0.71,Ideal,G,VS1,61.5,55.0,3431,5.72,5.77,3.54
0.56,Ideal,F,VVS2,61.1,56.0,2522,5.35,5.37,3.27
0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7
0.51,Ideal,D,SI1,62.9,55.0,1346,5.07,5.11,3.2
1.0,Ideal,E,SI2,62.2,52.0,4808,6.42,6.47,4.01
0.32,Ideal,G,VS1,62.0,56.0,828,4.39,4.35,2.71
0.4,Premium,E,SI1,60.9,56.0,945,4.8,4.76,2.91
0.39,Very Good,E,VS2,60.9,58.0,793,4.72,4.77,2.89
0.57,Ideal,F,IF,61.3,56.0,2656,5.32,5.36,3.28
0.41,Very Good,E,VVS2,63.8,58.0,1019,4.67,4.7,2.99
1.58,Very Good,G,VS1,62.8,57.0,13963,7.34,7.4,4.63
0.73,Ideal,D,VS2,61.4,56.0,3528,5.78,5.81,3.56
0.61,Ideal,G,IF,61.8,52.0,2601,5.46,5.55,3.4
1.24,Premium,D,SI1,62.4,59.0,7351,6.82,6.86,4.27
1.0,Good,F,VS2,63.7,59.0,5929,6.27,6.32,4.01
0.45,Fair,F,SI1,66.8,59.0,794,4.79,4.63,3.16
0.78,Premium,D,SI1,60.9,55.0,3145,6.0,5.93,3.63
1.5,Very Good,E,SI2,62.1,59.0,9548,7.26,7.33,4.53
0.5,Good,E,SI2,63.2,61.0,1000,5.02,5.05,3.18
0.4,Ideal,H,SI1,62.9,56.0,855,4.7,4.65,2.94
0.31,Ideal,F,IF,62.3,57.0,821,4.25,4.29,2.66
0.7,Ideal,H,VS2,61.2,56.0,3145,5.72,5.75,3.51
0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
1.31,Ideal,G,SI1,63.4,57.0,7277,6.97,6.87,4.4
0.32,Ideal,I,VS1,62.4,54.0,648,4.39,4.36,2.73
1.23,Very Good,F,VS1,62.0,59.0,10035,6.84,6.87,4.25
0.5,Premium,F,VS1,61.6,58.0,1715,5.11,5.06,3.13
2.1,Fair,G,SI2,65.2,56.0,13007,7.97,7.93,5.19
0.32,Ideal,E,VS2,62.2,56.0,702,4.37,4.41,2.73
0.64,Very Good,F,SI1,61.2,58.0,1725,5.54,5.6,3.41
0.31,Ideal,F,VVS1,61.8,56.0,959,4.36,4.34,2.69
0.4,Good,D,SI2,63.1,57.0,622,4.72,4.75,2.99
0.41,Very Good,G,VS1,62.7,57.0,899,4.74,4.77,2.98
0.79,Premium,F,SI1,62.8,55.0,2656,5.94,5.88,3.71
1.62,Premium,G,VS1,59.4,58.0,15188,7.74,7.68,4.58
1.65,Premium,G,I1,62.0,59.0,6788,7.53,7.57,4.68
1.02,Premium,H,VS2,62.5,60.0,5312,6.43,6.38,4.0
1.6,Very Good,H,VS1,61.2,58.6,12378,7.48,7.63,4.62
0.4,Premium,G,VVS2,61.1,58.0,982,4.74,4.76,2.9
0.73,Premium,D,SI1,60.5,58.0,2498,5.85,5.82,3.53
0.32,Very Good,F,VVS1,61.6,56.0,886,4.37,4.41,2.7
2.05,Very Good,H,VS2,61.8,60.0,18152,8.14,8.19,5.05
1.0,Premium,I,SI1,58.5,59.0,3808,6.56,6.54,3.83
1.27,Premium,J,VS1,62.6,59.0,5518,6.88,6.92,4.32
0.34,Ideal,F,VS1,62.1,57.0,745,4.49,4.53,2.8
1.26,Ideal,H,SI1,61.0,56.0,6837,7.04,7.0,4.28
0.9,Good,H,SI1,62.1,61.0,3447,6.07,6.11,3.78
0.7,Good,F,I1,63.8,60.0,1134,5.64,5.45,3.54
1.06,Very Good,H,VS2,62.5,57.0,5783,6.47,6.49,4.05
0.3,Very Good,F,VS2,62.8,56.0,605,4.29,4.31,2.7
0.96,Very Good,G,SI1,63.2,57.0,4247,6.27,6.23,3.95
0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
0.55,Very Good,J,VS2,61.7,54.0,1172,5.29,5.34,3.28
1.03,Very Good,D,VS1,60.5,60.0,8437,6.52,6.57,3.96
0.41,Ideal,H,VS1,61.9,56.0,1061,4.78,4.75,2.95
0.5,Fair,E,VS2,79.0,73.0,2579,5.21,5.18,4.09
0.43,Ideal,D,VS1,62.1,56.0,1264,4.87,4.85,3.02
1.19,Ideal,H,I1,60.3,57.0,3794,6.83,6.93,4.15
1.26,Premium,I,SI1,60.9,58.0,5504,6.99,6.94,4.24
1.0,Good,I,VS1,63.9,56.0,4499,6.18,6.37,4.01
1.59,Premium,H,SI1,60.6,60.0,10542,7.59,7.53,4.58
1.21,Premium,J,SI1,59.7,60.0,4492,6.9,6.93,4.13
0.7,Very Good,E,VS1,63.6,57.0,3154,5.61,5.65,3.58
0.51,Premium,E,SI2,62.7,52.0,1205,5.15,5.12,3.22
0.48,Good,G,SI1,64.7,58.0,914,4.84,4.93,3.16
1.01,Good,G,VS2,62.0,61.0,5497,6.29,6.38,3.93
0.54,Very Good,F,VS1,61.8,59.0,1653,5.15,5.22,3.21
1.51,Premium,D,VS1,63.0,52.0,17936,7.37,7.3,4.62
1.0,Good,F,VS2,64.4,56.0,5407,6.23,6.28,4.03
0.42,Ideal,D,SI1,61.5,56.0,810,4.81,4.85,2.97
0.31,Ideal,D,VS1,61.6,54.0,696,4.33,4.37,2.68
0.76,Ideal,D,VS1,61.3,57.0,4229,5.87,5.9,3.61
0.75,Ideal,I,VS2,60.4,59.0,2680,5.86,5.9,3.55
1.56,Premium,D,SI1,62.6,58.0,12226,7.36,7.44,4.63
2.08,Ideal,I,SI2,62.3,56.0,15132,8.16,8.22,5.1
0.7,Very Good,I,VVS1,62.1,58.0,2565,5.62,5.65,3.5
0.85,Premium,D,SI2,58.5,60.0,3398,6.23,6.21,3.64
1.1,Premium,E,SI2,60.1,62.0,4691,6.69,6.65,4.01
1.52,Premium,I,SI1,58.1,62.0,8852,7.61,7.56,4.41
0.76,Very Good,I,SI1,57.5,62.0,2316,6.03,6.08,3.48
0.5,Fair,G,SI1,67.1,59.0,1103,4.96,4.84,3.29
1.57,Premium,G,SI1,59.2,59.0,10914,7.6,7.68,4.52
0.9,Very Good,I,SI1,61.7,58.0,3274,6.17,6.21,3.82
0.7,Ideal,D,SI2,62.0,57.0,2415,5.68,5.65,3.51
0.54,Ideal,H,VVS2,61.1,56.0,1696,5.23,5.28,3.21
0.33,Ideal,D,SI2,62.9,56.0,631,4.43,4.41,2.78
0.71,Very Good,I,SI2,61.9,54.0,1902,5.67,5.74,3.53
0.25,Good,F,VVS1,59.1,60.0,490,4.1,4.12,2.43
0.72,Ideal,J,VS2,60.8,59.0,1904,5.76,5.81,3.52
0.34,Ideal,H,VS2,61.5,54.0,689,4.54,4.5,2.78
0.3,Ideal,J,VVS2,62.0,54.0,413,4.3,4.34,2.68
0.72,Very Good,F,VS2,59.6,63.0,2724,5.92,5.75,3.48
0.3,Ideal,D,SI1,61.0,57.0,552,4.29,4.33,2.63
0.4,Premium,I,VVS1,60.8,58.0,1080,4.78,4.76,2.9
0.65,Very Good,I,IF,61.0,55.0,2332,5.65,5.73,3.47
1.51,Premium,I,SI1,61.7,60.0,9344,7.31,7.27,4.5
1.23,Very Good,G,VVS2,60.6,55.0,10004,6.93,7.02,4.23
1.34,Ideal,G,VS1,62.7,57.0,10070,7.1,7.04,4.43
0.35,Premium,E,VS2,59.2,58.0,984,4.63,4.59,2.73
0.9,Ideal,F,SI1,60.7,57.0,4324,6.25,6.21,3.78
0.5,Very Good,H,IF,61.4,61.0,1923,5.14,5.03,3.12
0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83
1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
1.56,Premium,F,SI1,60.1,60.0,11299,7.56,7.52,4.53
1.05,Ideal,G,VS2,61.8,57.0,6586,6.53,6.48,4.02
