P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
2353.0,0.4934127,0.039949,0.1321717,0.0880872,0.8980025,0.0,0.7712054,0.0044643,0.03125,0.0875764,0.0345982,0.9877232,0.2739308,0.1014493,0.4782609,36900.0
206.0,0.5,0.6650485,0.0485437,0.0485437,0.9223301,0.0,0.7419355,0.0,0.0,0.1267606,0.6290323,1.0,0.3380282,0.5,0.0,14999.0
1212.0,0.4422442,0.0,0.3085809,0.2233728,0.7780528,0.0610561,0.6309524,0.0,0.0178571,0.0701107,0.0,1.0,0.2214022,0.0561798,0.8181818,19800.0
779.0,0.4351733,0.0,0.2387677,0.1977273,0.8382542,0.0,0.674221,0.0,0.0311615,0.1017812,0.0,0.9971671,0.1882952,0.0111111,0.3636364,37000.0
3624.0,0.4831678,0.0019316,0.0913355,0.0619327,0.9183223,0.0,0.7950311,0.0015528,0.0201863,0.038806,0.0015528,0.9875776,0.2097015,0.1130137,0.2,45000.0
514.0,0.5019455,0.0,0.2412451,0.1132812,0.8793774,0.0,0.718894,0.0,0.0046083,0.0726496,0.0,1.0,0.2649573,0.0697674,1.0,14999.0
1026.0,0.4668616,0.2368421,0.2426901,0.1462523,0.785575,0.0,0.5991379,0.0043103,0.0668103,0.4917853,0.2219828,0.9784483,0.2902519,0.0806452,0.5416667,91400.0
66.0,0.4393939,0.9848485,0.2727273,0.1351351,0.8181818,0.0,0.6,0.0,0.0,0.2307692,1.0,1.0,0.3589744,0.0,0.0,14999.0
501.0,0.49501,0.001996,0.1776447,0.1462451,0.744511,0.1117764,0.6451613,0.0,0.0268817,0.1428571,0.0,0.983871,0.5898618,0.1369863,0.0,14999.0
245.0,0.4816327,0.0,0.2122449,0.1653543,0.877551,0.0,0.7254902,0.0,0.0196078,0.1355932,0.0,0.9607843,0.2288136,0.0833333,0.0,14999.0
62.0,0.5806452,0.0,0.1935484,0.1923077,0.7419355,0.0,0.5483871,0.0322581,0.0645161,0.0,0.0,1.0,0.3225806,0.0,0.0,14999.0
47039.0,0.4803036,0.0121176,0.1414783,0.1074613,0.8724038,0.0110759,0.7368991,0.0018797,0.0388471,0.0375,0.0096833,0.9751652,0.2876096,0.0537944,0.4396552,154200.0
262.0,0.5343511,0.4045802,0.1679389,0.1147541,0.9083969,0.0,0.7526882,0.0,0.0107527,0.1769912,0.3763441,1.0,0.2566372,0.25,0.0,14999.0
1235.0,0.5109312,0.0105263,0.0534413,0.0413907,0.940081,0.0,0.8679707,0.002445,0.0342298,0.0443925,0.007335,0.9608802,0.0724299,0.0833333,0.2857143,114300.0
2473.0,0.4528912,0.7513142,0.1617469,0.1633407,0.8329964,0.0598463,0.7076372,0.0,0.0214797,0.1325052,0.7076372,0.9988067,0.3830228,0.1347962,0.6666667,16800.0
4766.0,0.5885439,0.004616,0.0247587,0.045895,0.7857742,0.1439362,0.8370847,0.0096463,0.0696677,0.0301455,0.0042872,0.0664523,0.6683992,0.4635332,1.0,49000.0
286.0,0.520979,0.4265734,0.1223776,0.1678832,0.8776224,0.0,0.6907216,0.0206186,0.0309278,0.1565217,0.3917526,0.9896907,0.2173913,0.1363636,1.0,15800.0
480.0,0.4666667,0.0,0.1333333,0.1054688,0.9333333,0.0,0.8181818,0.0,0.0121212,0.0782123,0.0,1.0,0.2067039,0.2105263,0.6,24400.0
2222.0,0.4266427,0.9959496,0.1192619,0.1310832,0.9176418,0.0,0.753012,0.001506,0.0195783,0.0713287,0.996988,0.996988,0.3482517,0.2897527,0.2,24700.0
151.0,0.4701987,0.0,0.2781457,0.225,0.794702,0.0,0.5797101,0.0,0.0289855,0.1976744,0.0,0.9855072,0.3837209,0.125,0.5,22500.0
116.0,0.5,0.0,0.1810345,0.1551724,0.862069,0.0,0.7169811,0.0,0.0188679,0.1311475,0.0,0.9811321,0.3770492,0.0,1.0,15000.0
805.0,0.4919255,0.0,0.2236025,0.1589242,0.8236025,0.047205,0.6793651,0.0,0.0063492,0.2105263,0.0,1.0,0.3233083,0.1219512,0.9285714,20800.0
849.0,0.467609,0.0,0.2167256,0.1836283,0.8727915,0.0376914,0.7641196,0.0033223,0.013289,0.2140992,0.0,0.8737542,0.3785901,0.1470588,0.7692308,24500.0
6647.0,0.4587032,0.002708,0.1940725,0.1567538,0.813901,0.053558,0.6897106,0.0036174,0.0329582,0.0341615,0.0020096,0.9975884,0.2278727,0.0547196,0.3636364,72500.0
6264.0,0.4969668,0.0197957,0.048212,0.0415741,0.9505109,0.0,0.8653846,0.0015182,0.0172065,0.0275591,0.0177126,0.9848178,0.1077756,0.1327434,0.2068966,92700.0
673.0,0.4992571,0.0,0.1263001,0.1246291,0.8945022,0.0,0.731405,0.0,0.0247934,0.0727969,0.0,1.0,0.1877395,0.06,1.0,26800.0
5080.0,0.5541339,0.0836614,0.0005906,0.000883,0.8519685,0.1332677,0.9437596,0.0,0.0015408,0.0233258,0.0770416,0.9622496,0.0406321,0.1687211,0.0,0.0
1435.0,0.471777,0.0905923,0.1756098,0.1306069,0.9135889,0.0,0.7903226,0.0,0.0125448,0.086743,0.0878136,0.9928315,0.1963993,0.0660377,0.8,29000.0
21910.0,0.4935646,0.1218622,0.1130534,0.0969719,0.8528069,0.0442264,0.7453604,0.0026512,0.0233556,0.1327056,0.1105921,0.9152885,0.3607796,0.1114214,0.5797101,31800.0
1050.0,0.4619048,0.4971429,0.2104762,0.1681416,0.8752381,0.0,0.6997579,0.0,0.0169492,0.0698198,0.433414,0.9951574,0.286036,0.127451,1.0,24000.0
12197.0,0.5009429,0.0349266,0.0570632,0.0448497,0.9084201,0.0029515,0.8017011,0.0082625,0.0466586,0.0329025,0.0325638,0.982017,0.2625147,0.1450054,0.4722222,66000.0
327.0,0.5229358,0.3211009,0.1834862,0.1923077,0.7278287,0.1590214,0.7058824,0.0,0.0168067,0.1376812,0.1932773,1.0,0.0942029,0.1071429,0.6666667,30000.0
73.0,0.4931507,0.0,0.1917808,0.1351351,0.8493151,0.0,0.6538462,0.0384615,0.0384615,0.5438596,0.0,1.0,0.5789474,0.5,0.0,14999.0
1201.0,0.4737719,0.0016653,0.1865112,0.1424051,0.8859284,0.0,0.7469636,0.0020243,0.0202429,0.0178926,0.0020243,0.9898785,0.1789264,0.0769231,0.6666667,39600.0
962.0,0.481289,0.0,0.1912682,0.1482966,0.8742204,0.0,0.7048346,0.0025445,0.0101781,0.1530172,0.0,0.9949109,0.3857759,0.1061947,0.7272727,23300.0
4516.0,0.4619132,0.0197077,0.2147919,0.1345679,0.8407883,0.0,0.6757322,0.000523,0.0496862,0.0343434,0.0209205,0.9911088,0.2550505,0.0315582,0.8181818,57400.0
890.0,0.5078652,0.0157303,0.1269663,0.0684932,0.6831461,0.2123596,0.7326389,0.0034722,0.0486111,0.1402985,0.0,0.96875,0.2716418,0.109375,0.8333333,57700.0
3795.0,0.4980237,0.0044796,0.1222661,0.1065617,0.8756258,0.0226614,0.7316652,0.0051769,0.0379638,0.0373754,0.0043141,0.4918033,0.5390365,0.2259332,0.6666667,26600.0
95.0,0.4210526,0.0,0.1894737,0.1818182,0.8421053,0.0,0.6341463,0.0,0.0,0.1086957,0.0,1.0,0.1086957,0.0,0.0,14999.0
671.0,0.4694486,0.0,0.2295082,0.1966292,0.8271237,0.0134128,0.6491228,0.0070175,0.0175439,0.1037736,0.0,0.9964912,0.2138365,0.1037736,0.5,24800.0
21822.0,0.485565,0.0021996,0.1394923,0.1065384,0.8844286,0.0092109,0.7520129,0.00384,0.0309674,0.0275837,0.0016103,0.9628391,0.2376536,0.0765912,0.4444444,41100.0
12107.0,0.7563393,0.3440985,0.0005782,0.0020339,0.4306599,0.5668621,0.9785503,0.0007396,0.0007396,0.0145773,0.3446746,0.8912722,0.2973761,0.2732036,0.0,50800.0
4995.0,0.4914915,0.0064064,0.1217217,0.0755906,0.8472472,0.0,0.699556,0.0044401,0.0636408,0.0315337,0.0074001,0.9847065,0.3296703,0.0407125,0.1428571,67600.0
96.0,0.53125,0.0208333,0.0729167,0.0222222,0.9375,0.0,0.8387097,0.0,0.0322581,0.2051282,0.0322581,1.0,0.1538462,0.0,1.0,35000.0
18734.0,0.4815843,0.1615779,0.0823102,0.0735173,0.7803459,0.0,0.5883908,0.007177,0.0893981,0.0686056,0.1606648,0.9729287,0.5649115,0.0408163,0.2916667,65900.0
275.0,0.5090909,0.0218182,0.1309091,0.0962963,0.8181818,0.0218182,0.7090909,0.0272727,0.0727273,0.0756303,0.0181818,0.9818182,0.3277311,0.1428571,1.0,42100.0
1278.0,0.4757433,0.0,0.1784038,0.1432836,0.8920188,0.0,0.7371663,0.0020534,0.0184805,0.0931099,0.0,1.0,0.1899441,0.096,1.0,17400.0
1184.0,0.4375,0.1131757,0.2212838,0.2057057,0.8302365,0.0456081,0.675,0.0,0.0090909,0.1472868,0.1045455,0.9772727,0.4089147,0.1708861,0.5,24100.0
5582.0,0.4831602,0.0589394,0.1230742,0.115078,0.7491938,0.0532067,0.6018519,0.0070547,0.0758377,0.0585305,0.0630511,0.9880952,0.4790369,0.0621963,0.4,23800.0
384.0,0.4817708,0.0052083,0.109375,0.0954774,0.9166667,0.0,0.792,0.008,0.04,0.1197183,0.008,1.0,0.1760563,0.1363636,0.6666667,26800.0
2628.0,0.4691781,0.0015221,0.2210807,0.1584229,0.7781583,0.0597412,0.6700368,0.0036765,0.0505515,0.1656442,0.0018382,0.9963235,0.5276074,0.0696056,0.2857143,34800.0
13584.0,0.4930801,0.0127356,0.1715253,0.1468196,0.7541961,0.0728062,0.6256364,0.0041818,0.0401818,0.0585416,0.0110909,0.9958182,0.3755563,0.0613915,0.362069,33000.0
13553.0,0.4567254,0.1459455,0.1908065,0.1705826,0.8331735,0.0400649,0.6979478,0.0024254,0.0145522,0.0782459,0.1300373,0.9985075,0.2765262,0.0817972,0.5172414,36700.0
399.0,0.4837093,0.0050125,0.1754386,0.1699029,0.8421053,0.0,0.6848485,0.0060606,0.0545455,0.0236686,0.0060606,1.0,0.0177515,0.0909091,0.0,73000.0
1605.0,0.4915888,0.0,0.070405,0.060049,0.9476636,0.0,0.8482906,0.0064103,0.0149573,0.0965251,0.0,0.5534188,0.2741313,0.2628205,0.625,37200.0
374.0,0.4946524,0.184492,0.1256684,0.1375661,0.9144385,0.0,0.7727273,0.0,0.0151515,0.1315789,0.1969697,1.0,0.2565789,0.1666667,0.0,35300.0
1584.0,0.4987374,0.4204545,0.1186869,0.0957179,0.9116162,0.0,0.7673077,0.0115385,0.0173077,0.1034483,0.3807692,0.9980769,0.3586207,0.2277228,0.75,27900.0
605.0,0.4396694,0.3404959,0.3371901,0.3274336,0.6793388,0.2247934,0.726257,0.0055866,0.0335196,0.0820513,0.2960894,1.0,0.2923077,0.1666667,0.6666667,23800.0
115.0,0.5565217,0.0,0.2869565,0.2156863,0.773913,0.0,0.5686275,0.0196078,0.0588235,0.0892857,0.0,1.0,0.3571429,0.0666667,1.0,14999.0
4753.0,0.4784347,0.0193562,0.2015569,0.1270674,0.8438881,0.0269304,0.7142079,0.0048993,0.0348394,0.3248806,0.0185084,0.8121938,0.508269,0.112532,0.6623377,37400.0
891.0,0.4803591,0.0011223,0.0942761,0.0734341,0.9001122,0.0,0.7608696,0.0,0.0372671,0.1030641,0.0,0.9875776,0.2479109,0.1282051,0.8181818,27300.0
1363.0,0.4607483,0.0058694,0.214967,0.1904762,0.812179,0.0168745,0.6149826,0.0017422,0.0174216,0.0903328,0.0,0.9947735,0.4088748,0.0285714,0.5833333,21600.0
1242.0,0.4806763,0.0016103,0.2230274,0.1550388,0.873591,0.0,0.738,0.004,0.036,0.0548204,0.002,0.994,0.3270321,0.0941176,0.0,105300.0
56.0,0.5,0.0,0.25,0.1428571,0.9285714,0.0,0.8181818,0.0,0.0,0.1538462,0.0,1.0,0.1923077,0.0,1.0,14999.0
904.0,0.4745575,0.034292,0.1084071,0.0673684,0.9059735,0.0,0.75,0.0034722,0.0347222,0.1,0.03125,0.5069444,0.465625,0.1294118,0.0,20900.0
60633.0,0.4747415,0.0402586,0.0692032,0.0551997,0.4377154,0.2412053,0.4396893,0.003765,0.2056427,0.0473099,0.0343611,0.9845113,0.543882,0.0488158,0.4646465,52900.0
632.0,0.4620253,0.0031646,0.2531646,0.1735294,0.8401899,0.0,0.6479401,0.0,0.0262172,0.2541899,0.0,0.988764,0.3407821,0.0819672,0.6666667,14999.0
2605.0,0.4913628,0.0019194,0.0975048,0.0679245,0.8917466,0.0,0.7502488,0.0049751,0.0228856,0.0401146,0.000995,0.9970149,0.2827125,0.0649351,0.3,45100.0
840.0,0.477381,0.0047619,0.1369048,0.1116173,0.8952381,0.0,0.7257525,0.0,0.0200669,0.0323625,0.0,0.9899666,0.197411,0.0888889,0.0,58000.0
261.0,0.4291188,0.0,0.2030651,0.1342282,0.8505747,0.0,0.6728972,0.0093458,0.0280374,0.1229508,0.0,1.0,0.2213115,0.2631579,0.8333333,14999.0
2844.0,0.4876934,0.0038678,0.2359353,0.1207962,0.8175105,0.0,0.6774448,0.0023659,0.0709779,0.1032532,0.0023659,0.977918,0.2567185,0.0224359,0.24,93300.0
218.0,0.4678899,0.0,0.1651376,0.137931,0.8990826,0.0,0.75,0.0,0.0,0.1619048,0.0,0.9772727,0.3428571,0.0,1.0,17500.0
8094.0,0.4914752,0.0113664,0.1240425,0.0823615,0.9294539,0.0060539,0.843387,0.001124,0.0295991,0.0354174,0.0089921,0.979393,0.1022768,0.1309524,0.3939394,216900.0
990.0,0.5131313,0.0090909,0.0535354,0.0186722,0.8848485,0.0,0.7783505,0.0025773,0.0670103,0.5107188,0.0128866,0.992268,0.3076923,0.0701754,0.7619048,88400.0
531.0,0.4519774,0.4651601,0.2033898,0.1271478,0.8851224,0.039548,0.8031088,0.0,0.0103627,0.1306306,0.3834197,0.9948187,0.1666667,0.1142857,1.0,33900.0
6313.0,0.4937431,0.0277206,0.0530651,0.0560075,0.9634088,0.018058,0.9442832,0.0,0.0116077,0.0433093,0.0243761,0.9762043,0.0183232,0.127907,0.0655738,173300.0
5914.0,0.4573892,0.0005073,0.2047683,0.1607978,0.8437606,0.0140345,0.6904561,0.0038007,0.0358953,0.0409072,0.0004223,0.9970439,0.2669097,0.0667351,0.8,41900.0
27637.0,0.4817455,0.2177877,0.1065239,0.0769392,0.8122445,0.0070196,0.6456787,0.0025595,0.060831,0.1026642,0.2045901,0.9837898,0.3965702,0.0457807,0.4628099,61400.0
198525.0,0.4606876,0.4476011,0.1370407,0.121905,0.8436318,0.0194333,0.6807456,0.0031859,0.0323749,0.1352189,0.380197,0.9901117,0.3323883,0.1175821,0.634632,35600.0
81.0,0.5679012,0.0,0.0864198,0.0285714,0.8641975,0.0,0.7575758,0.030303,0.0606061,0.3529412,0.0,1.0,0.5882353,0.0,1.0,71300.0
436.0,0.4793578,0.0022936,0.1720183,0.1718062,0.8876147,0.0,0.7235294,0.0058824,0.0058824,0.0860215,0.0058824,0.9941176,0.2688172,0.1276596,0.625,18100.0
1752.0,0.4811644,0.0085616,0.2071918,0.0726073,0.8276256,0.0176941,0.6875,0.0013587,0.0502717,0.3871774,0.0040761,0.9972826,0.1648626,0.0215054,0.5789474,185600.0
2390.0,0.4878661,0.0012552,0.2694561,0.1617647,0.8309623,0.0,0.6725912,0.0056127,0.0392891,0.5246776,0.0,0.9953227,0.4802134,0.122449,0.8196721,23100.0
980.0,0.477551,0.0,0.1173469,0.1191406,0.8887755,0.0,0.7284946,0.0026882,0.0107527,0.1308411,0.0,0.9946237,0.3761682,0.1694915,0.4,20300.0
998.0,0.4779559,0.0240481,0.1693387,0.1228407,0.8737475,0.002004,0.719697,0.0025253,0.0252525,0.0769231,0.0252525,1.0,0.3193473,0.1181818,0.8571429,28900.0
6370.0,0.4643642,0.0629513,0.1637363,0.1544549,0.8059655,0.0389325,0.6628664,0.0057003,0.0447883,0.0993766,0.0517101,0.9417752,0.5100843,0.0917304,0.5384615,43800.0
2574.0,0.4343434,0.001554,0.2801088,0.2335165,0.7832168,0.0407925,0.6100457,0.0018265,0.0164384,0.0821459,0.0009132,0.996347,0.3520536,0.1048387,0.6666667,23100.0
1283.0,0.4715511,0.0023383,0.24318,0.1843658,0.7981294,0.0701481,0.6708861,0.0042194,0.021097,0.0705882,0.0021097,0.9915612,0.2745098,0.0178571,0.2857143,35100.0
10177.0,0.4665422,0.0117913,0.1965216,0.1335421,0.8482853,0.0669156,0.783526,0.0017341,0.0248555,0.0308123,0.0023121,0.9809249,0.164986,0.0540123,0.8627451,161300.0
270.0,0.5148148,0.0,0.0814815,0.0763359,0.9037037,0.0,0.7575758,0.0,0.020202,0.1,0.0,1.0,0.2272727,0.0952381,0.0,14999.0
203.0,0.546798,0.0,0.0985222,0.0543478,0.9064039,0.0,0.7721519,0.0,0.0126582,0.0813953,0.0,1.0,0.3255814,0.1666667,0.0,17100.0
278.0,0.5323741,0.0,0.0827338,0.0461538,0.9784173,0.0,0.9032258,0.0,0.0,0.2051282,0.0,1.0,0.5769231,0.25,0.0,14999.0
1336.0,0.511976,0.008982,0.0928144,0.047546,0.9438623,0.0,0.8540773,0.0,0.0150215,0.0898438,0.0064378,0.9957082,0.1328125,0.0851064,0.25,60000.0
1740.0,0.5425287,0.0528736,0.133908,0.1231156,0.8022989,0.1045977,0.76,0.0034783,0.0347826,0.1043614,0.0,0.9826087,0.1744548,0.1791045,1.0,29500.0
9062.0,0.6999559,0.083646,0.0011035,0.0025745,0.4807989,0.5158905,0.9759336,0.0,0.0008299,0.0585938,0.0929461,0.9419087,0.0789062,0.2245409,0.0,71300.0
2233.0,0.5132109,0.0017913,0.1392745,0.0864765,0.7913121,0.0143305,0.6335722,0.0040942,0.0665302,0.6350392,0.0020471,0.9539406,0.6854688,0.074813,0.3333333,50000.0
25597.0,0.4495839,0.4234871,0.1579873,0.15033,0.8243544,0.0313318,0.6717151,0.003377,0.0391936,0.1074984,0.3657388,0.9942693,0.4046945,0.1169298,0.4318182,32900.0
2889.0,0.4690204,0.0238837,0.1346487,0.125163,0.889235,0.0145379,0.7614166,0.0037279,0.0149115,0.10134,0.0186393,0.9962721,0.3659966,0.0932945,0.3846154,24800.0
1812.0,0.4834437,0.1501104,0.1479029,0.1068376,0.8846578,0.0,0.7254623,0.0042674,0.0156472,0.131026,0.1251778,0.9928876,0.3782447,0.1238532,0.4,24200.0
3723.0,0.4923449,0.0314263,0.0357239,0.0296296,0.8836959,0.0,0.749434,0.0098113,0.0550943,0.1259894,0.0241509,0.9207547,0.401715,0.1324324,0.5283019,61300.0
2880.0,0.4753472,0.0013889,0.1256944,0.099272,0.8611111,0.0034722,0.6802536,0.0063406,0.0235507,0.1067961,0.0009058,0.9972826,0.3705502,0.1432099,0.45,29700.0
99.0,0.4646465,0.0,0.2222222,0.1320755,0.8181818,0.0,0.575,0.0,0.025,0.2592593,0.0,1.0,0.5,0.0714286,1.0,14999.0
2580.0,0.4879845,0.0197674,0.1693798,0.0938683,0.8736434,0.0,0.759887,0.0037665,0.0546139,0.0265811,0.0188324,0.9952919,0.1741522,0.1268657,0.0,61100.0
30326.0,0.4561762,0.2971048,0.1788564,0.1657167,0.7871134,0.0554969,0.6457362,0.002998,0.0343937,0.0832888,0.2619087,0.9888408,0.3681197,0.0890716,0.4301676,32800.0
8194.0,0.677569,0.2457896,0.1358311,0.1695685,0.4884062,0.4145716,0.6482558,0.002907,0.0251938,0.0814419,0.0062984,0.9975775,0.3337784,0.0698529,0.62,29700.0
270.0,0.4666667,0.0037037,0.1925926,0.2083333,0.8037037,0.062963,0.72,0.03,0.05,0.0990991,0.01,1.0,0.2252252,0.1333333,1.0,14999.0
1338.0,0.4573991,0.573991,0.1397608,0.1460055,0.9035874,0.0,0.7424242,0.0021645,0.0151515,0.106383,0.5,0.987013,0.4061896,0.2088889,0.6666667,18700.0
906.0,0.4933775,0.0011038,0.1931567,0.1372549,0.8366446,0.0,0.6470588,0.0025575,0.0230179,0.3067376,0.0025575,0.9897698,0.4202128,0.0833333,0.8333333,14999.0
4231.0,0.4523753,0.0,0.2637674,0.1907639,0.8033562,0.0274167,0.6364133,0.002187,0.0229634,0.0601233,0.0,0.993439,0.3052415,0.0549085,0.5151515,29500.0
2901.0,0.4918993,0.0037918,0.1447777,0.1234735,0.9076181,0.0096518,0.8105168,0.0063463,0.0199456,0.0466724,0.0027199,0.9972801,0.2765774,0.0777778,0.5,40300.0
172.0,0.5406977,0.0,0.1395349,0.1518987,0.872093,0.0,0.6764706,0.0,0.0,0.0933333,0.0,0.9705882,0.3866667,0.1,0.5,14999.0
1243.0,0.4931617,0.0096541,0.0530973,0.0428571,0.9452936,0.0,0.855814,0.0,0.0139535,0.0069284,0.0093023,0.9883721,0.0161663,0.1219512,0.0,59100.0
583.0,0.4699828,0.0017153,0.1629503,0.1294498,0.890223,0.0,0.7389381,0.0,0.0176991,0.1102362,0.0,0.9955752,0.1181102,0.1521739,0.2857143,20000.0
3120.0,0.4865385,0.0035256,0.1980769,0.1317104,0.8044872,0.0282051,0.6610442,0.0048193,0.0626506,0.0757238,0.0032129,0.8963855,0.4944321,0.1096774,0.3846154,31400.0
53.0,0.5849057,0.0,0.0943396,0.0909091,0.9056604,0.0,0.75,0.0,0.0,0.1304348,0.0,1.0,0.3478261,0.0,0.0,14999.0
1830.0,0.4912568,0.0032787,0.1032787,0.0655209,0.9196721,0.0,0.8196481,0.0029326,0.0278592,0.0501393,0.0029326,0.9956012,0.2534819,0.0650407,0.8,52200.0
74.0,0.4594595,0.0,0.2972973,0.15,0.8648649,0.0,0.7352941,0.0,0.0294118,0.2916667,0.0,1.0,0.4375,0.0,1.0,14999.0
93643.0,0.4859947,0.017492,0.1452751,0.103775,0.7765022,0.0087033,0.5934309,0.0038447,0.0861871,0.0470934,0.0176448,0.8406111,0.5339189,0.0775579,0.3529412,209400.0
1505.0,0.454485,0.1475083,0.2152824,0.1668697,0.8378738,0.033887,0.6945392,0.003413,0.0187713,0.1445255,0.1262799,0.9829352,0.3927007,0.1122995,0.8888889,20200.0
4344.0,0.4728361,0.0423573,0.1330571,0.1275109,0.8653315,0.017035,0.7190238,0.0006258,0.0331665,0.0873786,0.0362954,0.985607,0.3432324,0.1046373,0.6071429,37900.0
145.0,0.4965517,0.0,0.2413793,0.2054795,0.9103448,0.0,0.7758621,0.0,0.0,0.0491803,0.0,1.0,0.147541,0.0,1.0,22900.0
2419.0,0.4741629,0.0223233,0.3596527,0.1784591,0.7891691,0.0,0.6299145,0.0051282,0.0538462,0.3467337,0.0264957,0.9726496,0.4745952,0.1123188,0.675,64200.0
1043.0,0.4630872,0.0019175,0.1716203,0.1410714,0.873442,0.0,0.7016706,0.0047733,0.0119332,0.0626398,0.0,1.0,0.212528,0.0761905,0.4,34500.0
126.0,0.531746,0.0,0.1269841,0.0847458,0.8015873,0.0,0.64,0.04,0.06,0.2424242,0.0,0.9,0.3636364,0.1851852,1.0,14999.0
5853.0,0.4613019,0.2029728,0.1399282,0.0983191,0.8113788,0.0017085,0.6261569,0.0020121,0.0591549,0.0887422,0.1778672,0.98833,0.2724606,0.0603113,0.1176471,72100.0
339.0,0.4778761,0.0,0.1386431,0.1073446,0.8731563,0.0,0.7099237,0.0,0.0381679,0.2202381,0.0,0.9847328,0.202381,0.1153846,0.8333333,23800.0
136.0,0.4926471,0.0,0.2279412,0.2318841,0.7794118,0.0,0.5833333,0.0166667,0.05,0.25,0.0,1.0,0.5625,0.0714286,0.75,14999.0
6400.0,0.4678125,0.2042188,0.2064062,0.1462126,0.864375,0.0,0.7091382,0.0022288,0.0248886,0.0691563,0.1857355,0.993685,0.2863071,0.0792541,0.4285714,34700.0
80.0,0.5,0.0125,0.2125,0.125,0.8875,0.0,0.7272727,0.0,0.0,0.0571429,0.030303,1.0,0.2,0.0,0.0,38100.0
2906.0,0.4772884,0.0158293,0.1328286,0.1066491,0.8871301,0.003097,0.7586513,0.0062112,0.0292813,0.0317869,0.0133097,0.9964508,0.290378,0.0820896,0.5,44900.0
199.0,0.4773869,0.0,0.1959799,0.1634615,0.839196,0.0,0.6463415,0.0,0.0365854,0.0989011,0.0,1.0,0.1208791,0.0833333,1.0,15900.0
9286.0,0.480939,0.0766746,0.1791945,0.1647303,0.7752531,0.0990739,0.7074873,0.0019036,0.0599619,0.0448485,0.0548858,0.9603426,0.2824242,0.0657748,0.4081633,151700.0
462.0,0.4632035,0.012987,0.1731602,0.1330645,0.8722944,0.0,0.7197802,0.0054945,0.032967,0.0618557,0.021978,1.0,0.1907216,0.0666667,1.0,42900.0
378.0,0.494709,0.0,0.1216931,0.1465969,0.9153439,0.0,0.7851852,0.0074074,0.0074074,0.0816327,0.0,1.0,0.1564626,0.1363636,0.0,15300.0
2615.0,0.4695985,0.0038241,0.1479924,0.1074261,0.8860421,0.0,0.7284836,0.0040984,0.0245902,0.1600688,0.0040984,0.5112705,0.4251291,0.1231884,0.6923077,29100.0
228.0,0.5087719,0.0482456,0.2105263,0.1517857,0.8333333,0.0,0.6914894,0.0319149,0.0531915,0.1826087,0.0319149,0.9893617,0.3043478,0.0909091,0.0,24000.0
5288.0,0.4570726,0.0958775,0.1993192,0.1755486,0.862708,0.0071861,0.6990468,0.0,0.0104403,0.0790134,0.0898774,0.9981843,0.3185619,0.0779944,0.4583333,24200.0
587.0,0.471891,0.8381601,0.0936968,0.0870968,0.9250426,0.0,0.7734807,0.0,0.0165746,0.0765306,0.801105,1.0,0.2295918,0.1923077,1.0,34100.0
521.0,0.452975,0.0019194,0.3512476,0.2631579,0.7850288,0.0,0.5708812,0.0,0.0,0.13,0.0,1.0,0.2733333,0.0425532,0.6,14999.0
1102.0,0.4891107,0.0009074,0.092559,0.1047957,0.884755,0.0,0.7292683,0.0,0.0341463,0.0868597,0.0,1.0,0.3697105,0.0909091,0.2,36600.0
2682.0,0.4709172,0.0574198,0.1797166,0.1677237,0.8150634,0.0391499,0.6749311,0.0027548,0.0247934,0.1059113,0.046832,0.9853076,0.4605911,0.0630435,0.5,32900.0
633.0,0.4533965,0.0,0.2812006,0.2398844,0.7661927,0.0758294,0.6374046,0.0038168,0.0076336,0.196319,0.0,0.9961832,0.2638037,0.1111111,0.6666667,14999.0
803.0,0.5255293,0.0,0.1855542,0.0761155,0.9551681,0.0,0.8722467,0.0088106,0.0088106,0.017316,0.0,0.907489,0.3636364,0.3031674,0.0,42500.0
25925.0,0.4934619,0.0460174,0.1215815,0.094502,0.7428351,0.047676,0.6108045,0.0039694,0.103495,0.0914768,0.0352406,0.985865,0.468203,0.0726304,0.7151515,110300.0
659.0,0.4734446,0.0030349,0.262519,0.1585014,0.7602428,0.1411229,0.7533632,0.0089686,0.0313901,0.0262009,0.0044843,1.0,0.1834061,0.047619,0.0,32400.0
264.0,0.5454545,0.0,0.1515152,0.1333333,0.7954545,0.0,0.5702479,0.0,0.0165289,0.2142857,0.0,1.0,0.6428571,0.0338983,0.8888889,23100.0
1243.0,0.4698311,0.006436,0.1737731,0.1289833,0.8222043,0.0,0.6392157,0.0,0.0568627,0.0248566,0.0058824,1.0,0.1586998,0.0707071,0.6666667,82100.0
159.0,0.4402516,0.0,0.245283,0.1573034,0.8050314,0.0377358,0.6617647,0.0,0.0294118,0.1168831,0.0,1.0,0.2207792,0.125,1.0,14999.0
327.0,0.4740061,0.1926606,0.1804281,0.1162791,0.8990826,0.0,0.7538462,0.0,0.0076923,0.1666667,0.1615385,0.9846154,0.2884615,0.1578947,0.4,33800.0
553.0,0.4918626,0.0,0.119349,0.1245552,0.8933092,0.0,0.7412935,0.0049751,0.0199005,0.0904977,0.0,1.0,0.2895928,0.1492537,0.6666667,14999.0
