climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Goal
-288,-52,-0.04,-0.03,0.1,-6,4,0.009,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.015
260,16,0.39,0.03,0.5,-5,-3,0.005,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.013
160,-25,-0.54,0.09,1.1,-13,-2,-0.022,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.021
-680,-35,0.22,0.14,-0.6,-6,-14,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.021
-15,-64,-0.2,0.14,-0.3,-18,3,0.021,-1.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-280,-19,-0.04,0.04,-0.2,-9,-1,0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
-172,-34,0.33,-0.19,0.7,-7,11,-0.007,2.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.029
547,-22,0.3,0.0,-0.6,-12,6,0.019,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
393,-5,-0.11,-0.07,-0.3,-6,8,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
172,1,-0.12,-0.03,-0.5,-12,10,-0.005,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
1,11,-0.25,0.23,-0.8,-22,1,-0.003,0.0,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0.0,0.0,0.0,-0.0017,0.027
-157,-16,0.06,-0.04,0.7,-6,5,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
377,-15,0.22,-0.04,0.6,-11,9,0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
242,1,0.61,0.11,-0.3,-13,-9,0.019,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.032
-192,-28,0.51,0.12,0.7,-18,10,0.007,-1.2,-0.0011,-0.0011,-0.0011,-0.0009,-0.0002,0.0,-0.0002,0.0,-0.0009,0.018
300,7,0.14,0.03,-0.1,-9,-2,-0.002,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
29,27,-0.02,0.05,0.1,-12,1,0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.022
-72,-11,-0.06,0.02,0.4,-6,-4,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
360,-15,0.01,-0.16,-0.4,-9,20,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.015
47,-86,0.06,-0.05,1.3,-10,9,-0.014,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
154,8,0.41,0.2,-1.3,-16,-7,0.003,-0.4,-0.001,-0.001,-0.001,-0.0009,0.0,0.0,-0.0002,0.0,-0.0009,0.02
-16,1,0.14,0.05,-0.5,-7,-4,0.002,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
37,-34,-0.54,0.04,-0.5,-10,0,-0.021,0.0,-0.001,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.019
73,-23,0.22,-0.09,-0.3,-6,10,0.008,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.019
223,-5,-0.11,0.01,-1.3,-7,3,0.007,-1.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-355,-32,-0.66,0.09,0.8,-15,6,-0.024,-0.7,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.017
-54,-24,-0.09,-0.02,0.3,-11,15,0.001,-0.5,-0.0005,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.017
54,16,0.18,0.07,-1.0,-7,-7,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.017
-138,-2,0.31,0.08,0.3,-7,-9,0.004,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.021
-136,-3,0.11,0.02,0.6,-6,-2,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-482,16,0.1,-0.06,0.5,-14,1,0.009,2.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
86,-20,0.02,-0.01,0.9,-8,12,0.003,-1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
344,-10,0.41,-0.03,-1.4,-7,4,0.012,0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.02
-63,9,0.04,0.1,0.5,-13,-2,-0.013,0.1,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.038
-245,-82,0.29,0.01,0.8,-6,1,-0.009,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.014
27,-28,0.54,0.15,0.9,-10,-12,-0.008,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0001,0.0,-0.0007,0.02
238,-43,-0.11,-0.13,1.2,-10,17,-0.016,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
178,-23,0.2,0.04,0.6,-10,0,-0.003,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
149,-21,0.35,-0.01,0.3,-13,7,0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-182,-9,-0.32,-0.04,0.2,-7,5,-0.015,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.017
115,-12,0.25,0.24,-1.0,-8,-23,0.002,-2.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-109,30,-0.31,0.04,-0.2,-15,14,0.002,-1.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-65,-45,-0.33,0.0,0.9,-11,6,-0.016,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
271,34,0.06,0.01,-0.3,-6,0,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.019
230,-11,-0.25,-0.09,0.9,-8,10,-0.024,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.023
36,-48,0.63,-0.05,1.4,-12,9,-0.009,1.3,-0.0014,-0.0012,-0.0012,-0.001,-0.0003,0.0,-0.0003,0.0,-0.001,0.028
-143,3,-0.39,0.21,-1.1,-20,-11,0.011,1.5,-0.0014,-0.0014,-0.0014,-0.0016,0.0,0.0,0.0002,0.0,-0.0016,0.035
-94,-5,0.13,0.05,0.6,-5,-5,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.027
217,-34,0.1,-0.04,0.3,-13,11,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,0.017
-83,-29,-0.07,0.05,2.0,-7,-4,-0.025,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.022
-37,1,-0.1,-0.02,1.4,-12,6,-0.015,0.4,-0.0008,-0.0008,-0.0008,-0.001,0.0001,0.0,0.0001,0.0,-0.001,0.018
-15,-46,-0.13,-0.17,-0.7,-8,20,-0.003,-0.4,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,0.014
-629,9,0.05,0.04,-0.5,-6,0,-0.002,-1.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014
303,-3,0.24,0.07,-0.1,-13,3,-0.002,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
275,-23,-0.09,0.15,1.2,-19,1,-0.019,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.021
226,-13,-0.23,-0.07,1.5,-7,8,-0.014,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.019
-19,18,-0.23,0.2,0.3,-11,-18,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
-207,11,0.01,0.1,0.3,-6,-11,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-187,-8,0.02,0.09,-0.5,-13,-2,0.005,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018
51,-12,0.42,0.11,-1.5,-17,3,0.009,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.022
157,-32,0.52,-0.04,0.8,-9,7,-0.003,0.3,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.018
-92,-25,0.14,0.09,1.9,-8,-6,-0.012,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.032
-394,-11,0.02,0.11,1.0,-9,-7,-0.011,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.024
-191,4,-0.03,0.18,0.9,-8,-26,-0.015,0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018
12,-24,0.12,-0.07,0.1,-6,9,-0.004,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.041
244,-13,0.3,0.09,0.0,-16,2,-0.004,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.02
-14,-27,-0.54,0.13,-1.6,-18,-2,0.022,0.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.022
-72,2,-0.47,0.14,-1.2,-20,5,-0.009,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.022
-222,6,-0.58,-0.1,2.0,-8,8,-0.006,2.5,-0.0005,-0.0005,-0.0005,-0.0007,0.0,0.0,0.0001,0.0,-0.0007,0.019
-320,-29,-0.23,0.01,-0.7,-8,1,0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014
-31,20,-0.07,0.26,0.6,-15,-19,-0.012,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.021
-323,-7,0.01,0.02,0.4,-6,-2,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-378,-11,-0.22,-0.04,0.3,-9,6,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
158,-24,0.11,0.07,-0.9,-9,-6,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
-25,-10,-0.03,0.28,1.3,-15,-21,-0.019,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.02
331,-57,-0.09,0.0,0.1,-7,3,-0.01,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
-362,46,-0.13,0.14,1.8,-6,-15,-0.024,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
483,-23,0.12,-0.1,0.4,-7,11,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-138,-35,-0.31,-0.15,0.3,-6,0,-0.009,1.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.034
353,30,0.7,0.32,-0.4,-8,-34,0.001,-1.9,-0.0005,-0.0005,-0.0005,-0.0004,-0.0002,0.0,-0.0001,0.0,-0.0004,0.022
433,2,0.33,0.16,-0.4,-19,1,0.003,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.022
-336,41,-0.01,0.2,1.6,-4,-22,-0.012,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
41,-7,-0.18,-0.08,0.4,-7,10,-0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-548,-43,0.12,-0.09,1.0,-12,16,-0.007,-0.2,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.021
-374,20,0.4,0.3,0.1,-16,-19,-0.005,-0.1,-0.0013,-0.0013,-0.0013,-0.0012,0.0,0.0,-0.0002,0.0,-0.0012,0.027
302,-10,-0.08,-0.08,-0.2,-6,9,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-21,5,-0.32,0.25,-2.1,-21,-8,0.023,0.3,-0.0008,-0.0008,-0.0008,-0.0009,0.0,0.0,0.0001,0.0,-0.0009,0.021
-179,-21,0.04,-0.09,0.5,-10,16,0.001,-1.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.028
230,18,0.16,0.07,0.7,-5,-8,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004,0.021
-215,3,0.41,0.3,-0.2,-18,-15,-0.005,-0.3,-0.0013,-0.0013,-0.0013,-0.0011,0.0,0.0,-0.0003,0.0,-0.0011,0.019
84,0,0.14,0.14,1.1,-8,-11,-0.014,-0.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.026
-433,-75,-0.39,-0.07,1.0,-9,6,-0.022,1.9,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.017
188,-31,-0.28,-0.04,0.3,-13,10,-0.018,0.2,-0.0014,-0.0015,-0.0015,-0.0016,0.0002,0.0,0.0001,0.0,-0.0016,0.032
46,35,-0.4,0.28,-0.2,-10,-25,0.0,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.03
243,-5,-0.03,0.02,-0.5,-7,0,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-190,9,0.32,0.24,1.8,-10,-19,-0.012,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.026
464,-28,0.67,0.23,-0.3,-11,1,0.012,-5.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-294,-1,0.21,0.2,1.1,-14,-15,-0.012,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
-163,14,-0.17,0.17,-0.8,-7,-19,-0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-177,-29,-0.25,0.02,0.8,-6,-2,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
431,-5,0.73,0.19,-1.5,-15,-9,0.024,-0.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,0.037
-649,55,-0.02,0.18,0.2,-6,-20,0.0,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.015
-4,-46,-0.53,0.01,1.1,-13,7,0.002,0.1,-0.0007,-0.0007,-0.0007,-0.0009,0.0,0.0,0.0001,0.0,-0.0009,0.021
-282,-9,-0.05,0.12,0.4,-10,-11,-0.003,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
349,-46,-0.54,0.23,1.7,-16,-14,-0.041,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.023
359,-21,0.03,0.13,0.7,-15,-2,-0.017,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.034
-164,-23,0.16,0.13,0.1,-11,-11,-0.005,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
227,-9,0.15,0.01,0.1,-13,4,0.01,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
-101,11,-0.52,0.15,0.8,-13,-9,-0.019,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.02
85,21,0.62,0.13,1.4,-10,-12,-0.025,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.019
-89,9,-0.09,0.07,0.2,-10,-2,0.011,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
318,-37,-0.12,-0.08,-0.7,-7,9,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
8,-35,-0.36,0.04,-0.8,-12,2,-0.017,0.1,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,0.02
-297,-16,0.1,0.1,1.6,-13,-4,-0.012,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.017
256,-6,-0.24,0.02,-0.5,-12,4,-0.009,0.0,-0.0008,-0.0008,-0.0008,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009,0.019
-383,-38,-0.26,0.07,0.3,-12,-2,0.001,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.027
-192,-12,-0.14,-0.07,1.0,-12,3,0.002,1.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022
102,-8,-0.27,0.09,-0.5,-16,6,0.013,-1.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.029
-173,-46,-0.11,0.12,-0.2,-8,-11,-0.004,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
106,-43,0.52,-0.19,0.6,-9,21,0.0,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.024
304,-19,0.55,0.13,-0.1,-10,-11,0.015,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
414,-52,0.66,0.14,-0.3,-16,1,0.0,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.026
-425,0,-0.68,0.11,-0.5,-11,-3,-0.015,-0.5,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.025
-357,1,0.12,0.13,-0.1,-10,-11,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
160,28,0.02,0.09,0.9,-10,-6,-0.011,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
302,32,0.3,-0.1,-0.8,-7,12,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
261,-45,-0.06,-0.05,-0.7,-9,7,0.011,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-293,-7,-0.26,0.12,0.6,-14,-3,-0.004,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.025
-86,0,-0.11,0.08,-1.1,-14,1,-0.005,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
129,-10,0.07,-0.08,0.2,-9,11,0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
292,-36,-0.31,-0.12,0.1,-6,14,0.012,0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.017
-52,-28,-0.22,-0.08,1.0,-5,5,-0.02,0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.028
-192,21,0.24,0.14,0.3,-12,-10,-0.011,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
-297,18,0.38,0.16,1.2,-10,-21,-0.011,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.021
72,-20,0.42,0.0,-1.3,-14,9,0.018,-0.3,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,-0.0002,0.0,-0.0008,0.035
305,-9,-0.2,0.08,0.2,-14,2,-0.01,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.038
115,-25,-0.18,0.04,0.3,-16,10,0.014,-0.5,-0.0011,-0.0013,-0.0013,-0.0014,0.0002,0.0,0.0001,0.0,-0.0014,0.043
146,-15,0.24,0.14,-0.7,-11,-17,0.021,0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
214,-18,0.29,0.03,0.1,-15,6,0.002,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
514,-19,-0.12,0.08,-1.2,-7,1,0.006,-0.5,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-362,-17,-0.34,0.02,0.8,-9,2,0.006,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
512,-5,-0.19,0.1,-1.0,-17,6,0.01,-0.2,-0.0013,-0.0014,-0.0014,-0.0015,0.0001,0.0,0.0001,0.0,-0.0015,0.045
-25,-22,-0.7,-0.06,0.2,-13,10,-0.03,0.4,-0.0009,-0.0012,-0.0012,-0.0015,0.0003,0.0,0.0003,0.0,-0.0015,0.02
186,54,0.36,0.08,0.4,-7,-9,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022
-426,-47,-0.77,-0.07,0.4,-11,-3,-0.006,2.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-247,-45,-0.47,-0.06,0.1,-8,8,0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-360,-13,-0.2,0.32,-0.5,-19,-9,0.01,0.1,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002,0.048
-135,25,0.11,-0.1,1.6,-5,12,0.002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.018
-179,-22,-0.5,-0.12,1.3,-11,17,-0.012,-0.7,-0.0009,-0.001,-0.001,-0.0011,0.0001,0.0,0.0001,0.0,-0.0011,0.02
-15,-13,0.31,0.07,-0.4,-15,3,0.007,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
82,-11,0.2,0.01,-0.6,-8,2,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,0.019
-233,50,-0.2,0.16,0.8,-15,-7,-0.009,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.02
-391,-15,-0.18,0.13,1.1,-14,-5,-0.01,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.019
-194,-24,-0.48,0.12,0.6,-14,-5,-0.024,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.018
-709,-29,-0.22,0.06,-1.7,-12,0,0.019,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.015
-294,11,-0.17,0.05,1.7,-6,-5,-0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.025
-17,-8,-0.31,0.03,-0.5,-10,1,0.0,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.018
-266,-18,0.06,0.17,0.7,-5,-16,-0.007,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.026
-99,3,0.17,0.11,-0.9,-7,-12,-0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
124,-33,0.03,0.09,0.5,-18,7,-0.008,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.024
-276,-32,0.03,0.04,0.6,-10,-5,-0.023,1.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.02
-359,21,-0.29,-0.03,0.3,-6,3,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
350,4,0.23,0.13,-0.4,-12,-13,0.012,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.022
-219,-29,-0.37,0.09,0.3,-11,-6,-0.01,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.018
70,-17,-0.5,0.17,-0.8,-20,-6,-0.007,1.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.02
-52,-2,-0.33,-0.06,-0.7,-10,10,0.004,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
66,18,-0.26,0.08,0.3,-10,-4,-0.011,-0.3,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0.0,0.0,0.0,-0.0008,0.02
